x,y
0.0,0.0
0.19230769230769232,0.19230769230769232
0.38461538461538464,0.38461538461538464
0.576923076923077,0.576923076923077
0.7692307692307693,0.7692307692307693
0.9615384615384616,0.9615384615384616
1.153846153846154,1.153846153846154
1.3461538461538463,1.3461538461538463
1.5384615384615385,1.5384615384615385
1.7307692307692308,1.7307692307692308
1.9230769230769231,1.9230769230769231
2.1153846153846154,2.1153846153846154
2.307692307692308,2.307692307692308
2.5,2.5
2.6923076923076925,2.6923076923076925
2.8846153846153846,2.8846153846153846
3.076923076923077,3.076923076923077
3.2692307692307696,3.2692307692307696
3.4615384615384617,3.4615384615384617
3.653846153846154,3.653846153846154
3.8461538461538463,3.8461538461538463
4.038461538461538,4.038461538461538
4.230769230769231,4.230769230769231
4.423076923076923,4.423076923076923
4.615384615384616,4.615384615384616
4.807692307692308,4.807692307692308
5.0,5.0
