x,y
0.00929368029739777,0.00929368029739777
0.027881040892193308,0.027881040892193308
0.04646840148698885,0.04646840148698885
0.06505576208178439,0.06505576208178439
0.08364312267657993,0.08364312267657993
0.10223048327137547,0.10223048327137547
0.120817843866171,0.120817843866171
0.13940520446096655,0.13940520446096655
0.1579925650557621,0.1579925650557621
0.17657992565055763,0.17657992565055763
0.19516728624535318,0.19516728624535318
0.21375464684014872,0.21375464684014872
0.23234200743494424,0.23234200743494424
0.25092936802973975,0.25092936802973975
0.2695167286245353,0.2695167286245353
0.28810408921933084,0.28810408921933084
0.3066914498141264,0.3066914498141264
0.3252788104089219,0.3252788104089219
0.34386617100371747,0.34386617100371747
0.362453531598513,0.362453531598513
0.38104089219330856,0.38104089219330856
0.3996282527881041,0.3996282527881041
0.41821561338289964,0.41821561338289964
0.4368029739776952,0.4368029739776952
0.4553903345724907,0.4553903345724907
0.4739776951672862,0.4739776951672862
0.49256505576208176,0.49256505576208176
0.5111524163568774,0.5111524163568774
0.5297397769516728,0.5297397769516728
0.5483271375464684,0.5483271375464684
0.5669144981412639,0.5669144981412639
0.5855018587360595,0.5855018587360595
0.604089219330855,0.604089219330855
0.6226765799256505,0.6226765799256505
0.6412639405204461,0.6412639405204461
0.6598513011152416,0.6598513011152416
0.6784386617100372,0.6784386617100372
0.6970260223048327,0.6970260223048327
0.7156133828996283,0.7156133828996283
0.7342007434944238,0.7342007434944238
0.7527881040892194,0.7527881040892194
0.7713754646840149,0.7713754646840149
0.7899628252788105,0.7899628252788105
0.8085501858736059,0.8085501858736059
0.8271375464684015,0.8271375464684015
0.845724907063197,0.845724907063197
0.8643122676579926,0.8643122676579926
0.8828996282527881,0.8828996282527881
0.9014869888475836,0.9014869888475836
0.9200743494423792,0.9200743494423792
0.9386617100371747,0.9386617100371747
0.9572490706319703,0.9572490706319703
0.9758364312267658,0.9758364312267658
0.9944237918215614,0.9944237918215614
1.013011152416357,1.013011152416357
1.0315985130111525,1.0315985130111525
1.050185873605948,1.050185873605948
1.0687732342007434,1.0687732342007434
1.0873605947955391,1.0873605947955391
1.1059479553903346,1.1059479553903346
1.1245353159851301,1.1245353159851301
1.1431226765799256,1.1431226765799256
1.1617100371747213,1.1617100371747213
1.1802973977695168,1.1802973977695168
1.1988847583643123,1.1988847583643123
1.2174721189591078,1.2174721189591078
1.2360594795539033,1.2360594795539033
1.254646840148699,1.254646840148699
1.2732342007434945,1.2732342007434945
1.29182156133829,1.29182156133829
1.3104089219330854,1.3104089219330854
1.3289962825278812,1.3289962825278812
1.3475836431226766,1.3475836431226766
1.3661710037174721,1.3661710037174721
1.3847583643122676,1.3847583643122676
1.4033457249070633,1.4033457249070633
1.4219330855018588,1.4219330855018588
1.4405204460966543,1.4405204460966543
1.4591078066914498,1.4591078066914498
1.4776951672862455,1.4776951672862455
1.496282527881041,1.496282527881041
1.5148698884758365,1.5148698884758365
1.533457249070632,1.533457249070632
1.5520446096654275,1.5520446096654275
1.5706319702602232,1.5706319702602232
1.5892193308550187,1.5892193308550187
1.6078066914498141,1.6078066914498141
1.6263940520446096,1.6263940520446096
1.6449814126394053,1.6449814126394053
1.6635687732342008,1.6635687732342008
1.6821561338289963,1.6821561338289963
1.7007434944237918,1.7007434944237918
1.7193308550185875,1.7193308550185875
1.737918215613383,1.737918215613383
1.7565055762081785,1.7565055762081785
1.775092936802974,1.775092936802974
1.7936802973977695,1.7936802973977695
1.8122676579925652,1.8122676579925652
1.8308550185873607,1.8308550185873607
1.8494423791821561,1.8494423791821561
1.8680297397769516,1.8680297397769516
1.8866171003717473,1.8866171003717473
1.9052044609665428,1.9052044609665428
1.9237918215613383,1.9237918215613383
1.9423791821561338,1.9423791821561338
1.9609665427509295,1.9609665427509295
1.979553903345725,1.979553903345725
1.9981412639405205,1.9981412639405205
2.0167286245353164,2.0167286245353164
2.035315985130112,2.035315985130112
2.0539033457249074,2.0539033457249074
2.072490706319703,2.072490706319703
2.0910780669144984,2.0910780669144984
2.109665427509294,2.109665427509294
2.1282527881040894,2.1282527881040894
2.146840148698885,2.146840148698885
2.1654275092936808,2.1654275092936808
2.1840148698884763,2.1840148698884763
2.2026022304832718,2.2026022304832718
2.2211895910780672,2.2211895910780672
2.2397769516728627,2.2397769516728627
2.258364312267658,2.258364312267658
2.2769516728624537,2.2769516728624537
2.295539033457249,2.295539033457249
2.314126394052045,2.314126394052045
2.3327137546468406,2.3327137546468406
2.351301115241636,2.351301115241636
2.3698884758364316,2.3698884758364316
2.388475836431227,2.388475836431227
2.4070631970260226,2.4070631970260226
2.425650557620818,2.425650557620818
2.4442379182156135,2.4442379182156135
2.462825278810409,2.462825278810409
2.481412639405205,2.481412639405205
2.5000000000000004,2.5000000000000004
2.518587360594796,2.518587360594796
2.5371747211895914,2.5371747211895914
2.555762081784387,2.555762081784387
2.5743494423791824,2.5743494423791824
2.592936802973978,2.592936802973978
2.6115241635687734,2.6115241635687734
2.6301115241635693,2.6301115241635693
2.648698884758365,2.648698884758365
2.6672862453531603,2.6672862453531603
2.6858736059479558,2.6858736059479558
2.7044609665427513,2.7044609665427513
2.7230483271375467,2.7230483271375467
2.7416356877323422,2.7416356877323422
2.7602230483271377,2.7602230483271377
2.778810408921933,2.778810408921933
2.797397769516729,2.797397769516729
2.8159851301115246,2.8159851301115246
2.83457249070632,2.83457249070632
2.8531598513011156,2.8531598513011156
2.871747211895911,2.871747211895911
2.8903345724907066,2.8903345724907066
2.908921933085502,2.908921933085502
2.9275092936802976,2.9275092936802976
2.9460966542750935,2.9460966542750935
2.964684014869889,2.964684014869889
2.9832713754646845,2.9832713754646845
3.00185873605948,3.00185873605948
3.0204460966542754,3.0204460966542754
3.039033457249071,3.039033457249071
3.0576208178438664,3.0576208178438664
3.076208178438662,3.076208178438662
3.0947955390334574,3.0947955390334574
3.1133828996282533,3.1133828996282533
3.131970260223049,3.131970260223049
3.1505576208178443,3.1505576208178443
3.16914498141264,3.16914498141264
3.1877323420074353,3.1877323420074353
3.2063197026022308,3.2063197026022308
3.2249070631970262,3.2249070631970262
3.2434944237918217,3.2434944237918217
3.2620817843866177,3.2620817843866177
3.280669144981413,3.280669144981413
3.2992565055762086,3.2992565055762086
3.317843866171004,3.317843866171004
3.3364312267657996,3.3364312267657996
3.355018587360595,3.355018587360595
3.3736059479553906,3.3736059479553906
3.392193308550186,3.392193308550186
3.4107806691449816,3.4107806691449816
3.4293680297397775,3.4293680297397775
3.447955390334573,3.447955390334573
3.4665427509293685,3.4665427509293685
3.485130111524164,3.485130111524164
3.5037174721189595,3.5037174721189595
3.522304832713755,3.522304832713755
3.5408921933085504,3.5408921933085504
3.559479553903346,3.559479553903346
3.5780669144981414,3.5780669144981414
3.5966542750929373,3.5966542750929373
3.615241635687733,3.615241635687733
3.6338289962825283,3.6338289962825283
3.652416356877324,3.652416356877324
3.6710037174721193,3.6710037174721193
3.6895910780669148,3.6895910780669148
3.7081784386617103,3.7081784386617103
3.7267657992565058,3.7267657992565058
3.7453531598513017,3.7453531598513017
3.763940520446097,3.763940520446097
3.7825278810408927,3.7825278810408927
3.801115241635688,3.801115241635688
3.8197026022304836,3.8197026022304836
3.838289962825279,3.838289962825279
3.8568773234200746,3.8568773234200746
3.87546468401487,3.87546468401487
3.8940520446096656,3.8940520446096656
3.9126394052044615,3.9126394052044615
3.931226765799257,3.931226765799257
3.9498141263940525,3.9498141263940525
3.968401486988848,3.968401486988848
3.9869888475836435,3.9869888475836435
4.0055762081784385,4.0055762081784385
4.0241635687732344,4.0241635687732344
4.0427509293680295,4.0427509293680295
4.061338289962825,4.061338289962825
4.0799256505576205,4.0799256505576205
4.098513011152416,4.098513011152416
4.117100371747211,4.117100371747211
4.135687732342007,4.135687732342007
4.154275092936803,4.154275092936803
4.172862453531598,4.172862453531598
4.191449814126394,4.191449814126394
4.210037174721189,4.210037174721189
4.228624535315985,4.228624535315985
4.24721189591078,4.24721189591078
4.265799256505576,4.265799256505576
4.284386617100371,4.284386617100371
4.302973977695167,4.302973977695167
4.321561338289963,4.321561338289963
4.340148698884758,4.340148698884758
4.358736059479554,4.358736059479554
4.377323420074349,4.377323420074349
4.395910780669145,4.395910780669145
4.41449814126394,4.41449814126394
4.433085501858736,4.433085501858736
4.451672862453532,4.451672862453532
4.470260223048327,4.470260223048327
4.488847583643123,4.488847583643123
4.507434944237918,4.507434944237918
4.526022304832714,4.526022304832714
4.544609665427509,4.544609665427509
4.563197026022305,4.563197026022305
4.5817843866171,4.5817843866171
4.600371747211896,4.600371747211896
4.618959107806692,4.618959107806692
4.637546468401487,4.637546468401487
4.656133828996283,4.656133828996283
4.674721189591078,4.674721189591078
4.693308550185874,4.693308550185874
4.711895910780669,4.711895910780669
4.730483271375465,4.730483271375465
4.74907063197026,4.74907063197026
4.767657992565056,4.767657992565056
4.786245353159852,4.786245353159852
4.804832713754647,4.804832713754647
4.823420074349443,4.823420074349443
4.842007434944238,4.842007434944238
4.860594795539034,4.860594795539034
4.879182156133829,4.879182156133829
4.897769516728625,4.897769516728625
4.91635687732342,4.91635687732342
4.934944237918216,4.934944237918216
4.9535315985130115,4.9535315985130115
4.9721189591078065,4.9721189591078065
4.9907063197026025,4.9907063197026025
