x,y
0.0,1.0
0.35714285714285715,0.6996725373751304
0.7142857142857143,0.48954165955695317
1.0714285714285714,0.34251885509304564
1.4285714285714286,0.2396510364417758
1.7857142857142858,0.16767724875179707
2.142857142857143,0.11731916609425078
2.5,0.0820849986238988
2.857142857142857,0.05743261926761735
3.2142857142857144,0.04018402645107362
3.5714285714285716,0.02811565974897203
3.928571428571429,0.019671754996539084
4.285714285714286,0.013763786733050402
4.642857142857143,0.009630143587403526
5.0,0.006737946999085467
