x,y
0.0,1.0
0.14285714285714285,1.1535649948951077
0.2857142857142857,1.33071219744735
0.42857142857142855,1.5350630092552098
0.5714285714285714,1.770794952435155
0.7142857142857142,2.042727070266142
0.8571428571428571,2.3564184423836605
1.0,2.718281828459045
1.1428571428571428,3.1357147635698226
1.2857142857142856,3.617250785229936
1.4285714285714284,4.172733883598095
1.5714285714285714,4.813519741131481
1.7142857142857142,5.552707875605837
1.857142857142857,6.405409432177271
2.0,7.38905609893065
