x,y_target,y_nn
0.0015723686954903,0.0015723680475845,-0.023205996
0.0047171060864711,0.004717088593032,-0.011205316
0.0078618434774519,0.0078617624894682,0.0005778074
0.0110065808684327,0.0110063586380647,0.012147486
0.0141513182594134,0.0141508459407621,0.023507416
0.0172960556503942,0.0172951933005774,0.03466153
0.020440793041375,0.0204393696219115,0.045613647
0.0235855304323558,0.0235833438108569,0.056367457
0.0267302678233365,0.0267270847755048,0.06692648
0.0298750052143173,0.0298705614262531,0.07729435
0.0330197426052981,0.0330137426761135,0.087474585
0.0361644799962789,0.036156597441019,0.09747058
0.0393092173872596,0.0392990946401313,0.10728562
0.0424539547782404,0.0424412031961482,0.11692321
0.0455986921692212,0.0455828920356112,0.1263864
0.0487434295602019,0.0487241300892121,0.13567853
0.0518881669511827,0.051864886292101,0.14480257
0.0550329043421635,0.055005129584193,0.15376168
0.0581776417331443,0.0581448289104758,0.16255888
0.061322379124125,0.0612839532213163,0.17119712
0.0644671165151058,0.0644224714727681,0.17967921
0.0676118539060866,0.0675603526268783,0.18800807
0.0707565912970674,0.0706975656519946,0.19618654
0.0739013286880481,0.0738340795230719,0.20421731
0.0770460660790289,0.0769698632219793,0.21210307
0.0801908034700097,0.080104885737807,0.21984649
0.0833355408609905,0.0832391160671727,0.2274501
0.0864802782519712,0.0863725232145283,0.23491651
0.089625015642952,0.0895050761924666,0.2422482
0.0927697530339328,0.0926367440220273,0.2494477
0.0959144904249136,0.0957674957330039,0.2565173
0.0990592278158943,0.0988973003642497,0.26345938
0.1022039652068751,0.1020261269639841,0.27027637
0.1053487025978559,0.1051539445900982,0.27697042
0.1084934399888366,0.1082807223104618,0.28354385
0.1116381773798174,0.1114064292032282,0.28999883
0.1147829147707982,0.1145310343571409,0.29633754
0.117927652161779,0.1176545068718385,0.30256203
0.1210723895527598,0.1207768158581611,0.3086744
0.1242171269437405,0.123897930438455,0.31467676
0.1273618643347213,0.1270178197468787,0.320571
0.1305066017257021,0.1301364529297076,0.32635918
0.1336513391166828,0.1332537991456396,0.33204323
0.1367960765076636,0.1363698275660999,0.33762497
0.1399408138986444,0.1394845073755455,0.34310627
0.1430855512896252,0.1425978077717708,0.348489
0.1462302886806059,0.1457096979662114,0.35377496
0.1493750260715867,0.148820147184249,0.3589658
0.1525197634625675,0.1519291246655155,0.36406338
0.1556645008535483,0.1550365996641978,0.36906934
0.158809238244529,0.1581425414493408,0.37398535
0.1619539756355098,0.1612469193051522,0.37881303
0.1650987130264906,0.1643497025313061,0.38355398
0.1682434504174713,0.1674508604432462,0.38820982
0.1713881878084521,0.1705503623724897,0.392782
0.1745329251994329,0.1736481776669303,0.3972721
0.1776776625904137,0.1767442756911416,0.4016816
0.1808223999813945,0.1798386258266798,0.40601197
0.1839671373723752,0.1829311974723866,0.4102646
0.187111874763356,0.186021960044692,0.41444102
0.1902566121543368,0.1891108829779162,0.41854247
0.1934013495453175,0.1921979357245728,0.42257038
0.1965460869362983,0.19528308775567,0.42652607
0.1996908243272791,0.1983663085610128,0.43041083
0.2028355617182599,0.2014475676495052,0.43422598
0.2059802991092406,0.2045268345494508,0.43797275
0.2091250365002214,0.2076040788088552,0.4416524
0.2122697738912022,0.2106792699957262,0.44526607
0.2154145112821829,0.2137523776983756,0.44881508
0.2185592486731637,0.2168233715257191,0.45230052
0.2217039860641445,0.2198922211075776,0.45572358
0.2248487234551253,0.2229588960949771,0.4590853
0.227993460846106,0.226023366160449,0.46238685
0.2311381982370868,0.2290856009983299,0.4656294
0.2342829356280676,0.2321455703250615,0.46881387
0.2374276730190484,0.2352032438794899,0.47194138
0.2405724104100292,0.238258591423165,0.475013
0.2437171478010099,0.2413115827406392,0.47802967
0.2468618851919907,0.2443621876397669,0.48099238
0.2500066225829715,0.2474103759520024,0.48390216
0.2531513599739523,0.2504561175326985,0.4867599
0.256296097364933,0.2534993822614046,0.48956662
0.2594408347559138,0.2565401400421651,0.4923232
0.2625855721468946,0.2595783608038156,0.49503052
0.2657303095378753,0.2626140145002819,0.4976895
0.2688750469288561,0.2656470711108762,0.500301
0.2720197843198369,0.2686775006405945,0.5028658
0.2751645217108177,0.2717052731204125,0.5053849
0.2783092591017985,0.2747303586075828,0.50785905
0.2814539964927792,0.2777527271859305,0.5102891
0.28459873388376,0.2807723489661493,0.5126757
0.2877434712747407,0.2837891940860967,0.5150198
0.2908882086657215,0.2868032327110902,0.51732206
0.2940329460567023,0.2898144350342011,0.5195832
0.2971776834476831,0.2928227712765503,0.5218041
0.3003224208386639,0.2958282116876024,0.52398545
0.3034671582296446,0.2988307265454597,0.5261279
0.3066118956206254,0.3018302861571567,0.52823216
0.3097566330116062,0.3048268608589531,0.53029895
0.312901370402587,0.3078204210166277,0.5323289
0.3160461077935677,0.3108109370257711,0.53432274
0.3191908451845485,0.3137983793120786,0.53628105
0.3223355825755293,0.3167827183316427,0.5382045
0.32548031996651,0.3197639245712452,0.5400937
0.3286250573574908,0.3227419685486491,0.54194933
0.3317697947484716,0.3257168208128905,0.5437719
0.3349145321394524,0.3286884519445688,0.5455621
0.3380592695304331,0.331656832556139,0.54732037
0.3412040069214139,0.3346219332922014,0.54904747
0.3443487443123947,0.3375837248297922,0.5507438
0.3474934817033754,0.3405421778786736,0.55241
0.3506382190943563,0.3434972631816232,0.5540466
0.353782956485337,0.3464489515147235,0.55565405
0.3569276938763178,0.3493972136876508,0.557233
0.3600724312672986,0.3523420205439643,0.5587839
0.3632171686582793,0.3552833429613936,0.5603072
0.3663619060492601,0.3582211518521274,0.5618035
0.3695066434402409,0.3611554181631011,0.56327325
0.3726513808312217,0.3640861128762837,0.5647168
0.3757961182222024,0.3670132070089653,0.56613487
0.3789408556131832,0.3699366716140432,0.5675277
0.382085593004164,0.3728564777803085,0.5688958
0.3852303303951447,0.3757725966327321,0.57023966
0.3883750677861255,0.37868499933275,0.5715597
0.3915198051771063,0.3815936570785485,0.5728563
0.3946645425680871,0.384498541105349,0.57412994
0.3978092799590678,0.387399622685693,0.575381
0.4009540173500486,0.3902968731297255,0.57660985
0.4040987547410294,0.3931902637854789,0.5778169
0.4072434921320101,0.3960797660391567,0.5790026
0.410388229522991,0.3989653513154163,0.5801673
0.4135329669139717,0.4018469910776511,0.5813114
0.4166777043049525,0.4047246568282734,0.5824352
0.4198224416959333,0.4075983201089962,0.5835391
0.422967179086914,0.4104679525011138,0.58462346
0.4261119164778948,0.4133335256257839,0.5856886
0.4292566538688755,0.4161950111443075,0.58673495
0.4324013912598564,0.4190523807584099,0.5877627
0.4355461286508371,0.4219056062105193,0.58877236
0.4386908660418179,0.4247546592840477,0.5897641
0.4418356034327987,0.427599511803669,0.59073836
0.4449803408237794,0.4304401356355981,0.5916953
0.4481250782147602,0.4332765026878685,0.5926354
0.451269815605741,0.436108584910611,0.59355885
