x,y
0.028089887640449437,0.028089887640449437
0.08426966292134831,0.08426966292134831
0.1404494382022472,0.1404494382022472
0.19662921348314605,0.19662921348314605
0.25280898876404495,0.25280898876404495
0.30898876404494385,0.30898876404494385
0.3651685393258427,0.3651685393258427
0.42134831460674155,0.42134831460674155
0.47752808988764045,0.47752808988764045
0.5337078651685393,0.5337078651685393
0.5898876404494382,0.5898876404494382
0.646067415730337,0.646067415730337
0.7022471910112359,0.7022471910112359
0.7584269662921348,0.7584269662921348
0.8146067415730336,0.8146067415730336
0.8707865168539325,0.8707865168539325
0.9269662921348314,0.9269662921348314
0.9831460674157303,0.9831460674157303
1.0393258426966292,1.0393258426966292
1.095505617977528,1.095505617977528
1.151685393258427,1.151685393258427
1.2078651685393258,1.2078651685393258
1.2640449438202246,1.2640449438202246
1.3202247191011236,1.3202247191011236
1.3764044943820224,1.3764044943820224
1.4325842696629212,1.4325842696629212
1.4887640449438202,1.4887640449438202
1.544943820224719,1.544943820224719
1.6011235955056178,1.6011235955056178
1.6573033707865168,1.6573033707865168
1.7134831460674156,1.7134831460674156
1.7696629213483146,1.7696629213483146
1.8258426966292134,1.8258426966292134
1.8820224719101122,1.8820224719101122
1.9382022471910112,1.9382022471910112
1.99438202247191,1.99438202247191
2.0505617977528092,2.0505617977528092
2.106741573033708,2.106741573033708
2.162921348314607,2.162921348314607
2.2191011235955056,2.2191011235955056
2.275280898876405,2.275280898876405
2.3314606741573036,2.3314606741573036
2.3876404494382024,2.3876404494382024
2.443820224719101,2.443820224719101
2.5,2.5
2.556179775280899,2.556179775280899
2.612359550561798,2.612359550561798
2.668539325842697,2.668539325842697
2.7247191011235956,2.7247191011235956
2.7808988764044944,2.7808988764044944
2.837078651685393,2.837078651685393
2.8932584269662924,2.8932584269662924
2.949438202247191,2.949438202247191
3.00561797752809,3.00561797752809
3.061797752808989,3.061797752808989
3.1179775280898876,3.1179775280898876
3.1741573033707864,3.1741573033707864
3.2303370786516856,3.2303370786516856
3.2865168539325844,3.2865168539325844
3.342696629213483,3.342696629213483
3.398876404494382,3.398876404494382
3.455056179775281,3.455056179775281
3.51123595505618,3.51123595505618
3.567415730337079,3.567415730337079
3.6235955056179776,3.6235955056179776
3.6797752808988764,3.6797752808988764
3.735955056179775,3.735955056179775
3.7921348314606744,3.7921348314606744
3.848314606741573,3.848314606741573
3.904494382022472,3.904494382022472
3.960674157303371,3.960674157303371
4.01685393258427,4.01685393258427
4.073033707865169,4.073033707865169
4.129213483146067,4.129213483146067
4.185393258426966,4.185393258426966
4.241573033707866,4.241573033707866
4.297752808988764,4.297752808988764
4.353932584269663,4.353932584269663
4.410112359550562,4.410112359550562
4.466292134831461,4.466292134831461
4.52247191011236,4.52247191011236
4.578651685393258,4.578651685393258
4.634831460674158,4.634831460674158
4.691011235955056,4.691011235955056
4.747191011235955,4.747191011235955
4.803370786516854,4.803370786516854
4.859550561797753,4.859550561797753
4.915730337078652,4.915730337078652
4.97191011235955,4.97191011235955
