x,y
0.0025025025025025025,0.0025025025025025025
0.0075075075075075074,0.0075075075075075074
0.012512512512512512,0.012512512512512512
0.017517517517517518,0.017517517517517518
0.02252252252252252,0.02252252252252252
0.027527527527527525,0.027527527527527525
0.032532532532532535,0.032532532532532535
0.03753753753753754,0.03753753753753754
0.04254254254254254,0.04254254254254254
0.047547547547547545,0.047547547547547545
0.05255255255255255,0.05255255255255255
0.05755755755755756,0.05755755755755756
0.06256256256256257,0.06256256256256257
0.06756756756756757,0.06756756756756757
0.07257257257257257,0.07257257257257257
0.07757757757757758,0.07757757757757758
0.08258258258258258,0.08258258258258258
0.08758758758758758,0.08758758758758758
0.09259259259259259,0.09259259259259259
0.09759759759759759,0.09759759759759759
0.1026026026026026,0.1026026026026026
0.10760760760760761,0.10760760760760761
0.11261261261261261,0.11261261261261261
0.11761761761761762,0.11761761761761762
0.12262262262262262,0.12262262262262262
0.12762762762762764,0.12762762762762764
0.13263263263263264,0.13263263263263264
0.13763763763763764,0.13763763763763764
0.14264264264264265,0.14264264264264265
0.14764764764764765,0.14764764764764765
0.15265265265265265,0.15265265265265265
0.15765765765765766,0.15765765765765766
0.16266266266266266,0.16266266266266266
0.16766766766766766,0.16766766766766766
0.17267267267267267,0.17267267267267267
0.17767767767767767,0.17767767767767767
0.18268268268268267,0.18268268268268267
0.18768768768768768,0.18768768768768768
0.19269269269269268,0.19269269269269268
0.19769769769769768,0.19769769769769768
0.2027027027027027,0.2027027027027027
0.20770770770770772,0.20770770770770772
0.21271271271271272,0.21271271271271272
0.21771771771771772,0.21771771771771772
0.22272272272272273,0.22272272272272273
0.22772772772772773,0.22772772772772773
0.23273273273273273,0.23273273273273273
0.23773773773773774,0.23773773773773774
0.24274274274274274,0.24274274274274274
0.24774774774774774,0.24774774774774774
0.2527527527527528,0.2527527527527528
0.2577577577577578,0.2577577577577578
0.2627627627627628,0.2627627627627628
0.2677677677677678,0.2677677677677678
0.2727727727727728,0.2727727727727728
0.2777777777777778,0.2777777777777778
0.2827827827827828,0.2827827827827828
0.2877877877877878,0.2877877877877878
0.2927927927927928,0.2927927927927928
0.2977977977977978,0.2977977977977978
0.3028028028028028,0.3028028028028028
0.3078078078078078,0.3078078078078078
0.3128128128128128,0.3128128128128128
0.3178178178178178,0.3178178178178178
0.3228228228228228,0.3228228228228228
0.3278278278278278,0.3278278278278278
0.3328328328328328,0.3328328328328328
0.33783783783783783,0.33783783783783783
0.34284284284284283,0.34284284284284283
0.34784784784784784,0.34784784784784784
0.35285285285285284,0.35285285285285284
0.35785785785785784,0.35785785785785784
0.36286286286286284,0.36286286286286284
0.36786786786786785,0.36786786786786785
0.37287287287287285,0.37287287287287285
0.37787787787787785,0.37787787787787785
0.38288288288288286,0.38288288288288286
0.38788788788788786,0.38788788788788786
0.39289289289289286,0.39289289289289286
0.39789789789789787,0.39789789789789787
0.40290290290290287,0.40290290290290287
0.40790790790790793,0.40790790790790793
0.41291291291291293,0.41291291291291293
0.41791791791791794,0.41791791791791794
0.42292292292292294,0.42292292292292294
0.42792792792792794,0.42792792792792794
0.43293293293293295,0.43293293293293295
0.43793793793793795,0.43793793793793795
0.44294294294294295,0.44294294294294295
0.44794794794794796,0.44794794794794796
0.45295295295295296,0.45295295295295296
0.45795795795795796,0.45795795795795796
0.46296296296296297,0.46296296296296297
0.46796796796796797,0.46796796796796797
0.47297297297297297,0.47297297297297297
0.477977977977978,0.477977977977978
0.482982982982983,0.482982982982983
0.487987987987988,0.487987987987988
0.492992992992993,0.492992992992993
0.497997997997998,0.497997997997998
0.503003003003003,0.503003003003003
0.508008008008008,0.508008008008008
0.513013013013013,0.513013013013013
0.5180180180180181,0.5180180180180181
0.5230230230230231,0.5230230230230231
0.5280280280280281,0.5280280280280281
0.5330330330330331,0.5330330330330331
0.5380380380380381,0.5380380380380381
0.5430430430430431,0.5430430430430431
0.5480480480480481,0.5480480480480481
0.5530530530530531,0.5530530530530531
0.5580580580580581,0.5580580580580581
0.5630630630630631,0.5630630630630631
0.5680680680680681,0.5680680680680681
0.5730730730730731,0.5730730730730731
0.5780780780780781,0.5780780780780781
0.5830830830830831,0.5830830830830831
0.5880880880880881,0.5880880880880881
0.5930930930930931,0.5930930930930931
0.5980980980980981,0.5980980980980981
0.6031031031031031,0.6031031031031031
