x,y_target,interpolation
0.0001570953422137,0.0001570953415675,0.000157095341567101
0.0004712860266411,0.0004712860091948,0.000471286009193521
0.0007854767110685,0.0007854766302988,0.000785476630296581
0.0010996673954959,0.0010996671738638,0.00109966717386071
0.0014138580799233,0.0014138576088743,0.00141385760887034
0.0017280487643508,0.0017280479043147,0.00172804790431001
0.0020422394487782,0.0020422380291695,0.00204223802916398
0.0023564301332056,0.0023564279524232,0.00235642795241684
0.002670620817633,0.0026706176430603,0.00267061764305306
0.0029848115020605,0.0029848070700652,0.00298480707005728
0.0032990021864879,0.0032989962024226,0.00329899620241383
0.0036131928709153,0.003613185009117,0.00361318500910739
0.0039273835553427,0.0039273734591329,0.00392737345912256
0.0042415742397701,0.0042415615214551,0.00424156152144399
0.0045557649241976,0.0045557491650683,0.00455574916505644
0.004869955608625,0.0048699363589571,0.00486993635894445
0.0051841462930524,0.0051841230721062,0.00518412307209287
0.0054983369774798,0.0054983092735007,0.00549830927348653
0.0058125276619073,0.0058124949321251,0.00581249493211037
0.0061267183463347,0.0061266800169646,0.00612668001694912
0.0064409090307621,0.0064408644970041,0.00644086449698784
0.0067550997151895,0.0067550483412286,0.00675504834121158
0.0070692903996169,0.0070692315186231,0.00706923151860542
0.0073834810840444,0.0073834139981729,0.00738341399815463
0.0076976717684718,0.0076975957488632,0.00769759574884424
0.0080118624528992,0.0080117767396793,0.00801177673965964
0.0083260531373266,0.0083259569396066,0.00832595693958622
0.0086402438217541,0.0086401363176305,0.00864013631760953
0.0089544345061815,0.0089543148427365,0.00895431484271491
0.0092686251906089,0.0092684924839103,0.00926849248388806
0.0095828158750363,0.0095826692101377,0.00958266921011472
0.0098970065594637,0.0098968449904042,0.00989684499038066
0.0102111972438912,0.010211019793696,0.0102110197936719
0.0105253879283186,0.0105251935889989,0.0105251935889742
0.010839578612746,0.0108393663452991,0.0108393663452737
0.0111537692971734,0.0111535380315827,0.0111535380315567
0.0114679599816009,0.0114677086168361,0.0114677086168096
0.0117821506660283,0.0117818780700455,0.0117818780700184
0.0120963413504557,0.0120960463601977,0.0120960463601700
0.0124105320348831,0.0124102134562791,0.0124102134562508
0.0127247227193105,0.0127243793272765,0.0127243793272477
0.013038913403738,0.0130385439421769,0.0130385439421476
0.0133531040881654,0.0133527072699671,0.0133527072699372
0.0136672947725928,0.0136668692796344,0.0136668692796039
0.0139814854570202,0.0139810299401659,0.0139810299401349
0.0142956761414477,0.0142951892205491,0.0142951892205177
0.0146098668258751,0.0146093470897715,0.0146093470897395
0.0149240575103025,0.0149235035168206,0.0149235035167881
0.0152382481947299,0.0152376584706844,0.0152376584706514
0.0155524388791573,0.0155518119203508,0.0155518119203172
0.0158666295635848,0.0158659638348079,0.0158659638347739
0.0161808202480122,0.0161801141830439,0.0161801141830094
0.0164950109324396,0.0164942629340471,0.0164942629340121
0.016809201616867,0.0168084100568063,0.0168084100567708
0.0171233923012945,0.0171225555203101,0.0171225555202742
0.0174375829857219,0.0174366992935474,0.0174366992935110
0.0177517736701493,0.0177508413455072,0.0177508413454703
0.0180659643545767,0.0180649816451787,0.0180649816451414
0.0183801550390041,0.0183791201615514,0.0183791201615136
0.0186943457234316,0.0186932568636148,0.0186932568635767
0.019008536407859,0.0190073917203587,0.0190073917203201
0.0193227270922864,0.019321524700773,0.0193215247007340
0.0196369177767138,0.0196356557738478,0.0196356557738083
0.0199511084611413,0.0199497849085734,0.0199497849085336
0.0202652991455687,0.0202639120739403,0.0202639120739001
0.0205794898299961,0.0205780372389393,0.0205780372388987
0.0208936805144235,0.0208921603725611,0.0208921603725201
0.0212078711988509,0.0212062814437969,0.0212062814437555
0.0215220618832784,0.021520400421638,0.0215204004215963
0.0218362525677058,0.0218345172750759,0.0218345172750337
0.0221504432521332,0.0221486319731022,0.0221486319730597
0.0224646339365606,0.0224627444847089,0.0224627444846660
0.0227788246209881,0.0227768547788882,0.0227768547788450
0.0230930153054155,0.0230909628246324,0.0230909628245888
0.0234072059898429,0.023405068590934,0.0234050685908900
0.0237213966742703,0.0237191720467859,0.0237191720467416
0.0240355873586977,0.0240332731611811,0.0240332731611364
0.0243497780431252,0.0243473719031129,0.0243473719030680
0.0246639687275526,0.0246614682415747,0.0246614682415294
0.02497815941198,0.0249755621455603,0.0249755621455147
0.0252923500964074,0.0252896535840637,0.0252896535840178
0.0256065407808349,0.0256037425260791,0.0256037425260329
0.0259207314652623,0.0259178289406009,0.0259178289405544
0.0262349221496897,0.0262319127966239,0.0262319127965771
0.0265491128341171,0.026545994063143,0.0265459940630959
0.0268633035185445,0.0268600727091535,0.0268600727091061
0.027177494202972,0.0271741487036508,0.0271741487036031
0.0274916848873994,0.0274882220156307,0.0274882220155827
0.0278058755718268,0.0278022926140891,0.0278022926140408
0.0281200662562542,0.0281163604680224,0.0281163604679738
0.0284342569406816,0.0284304255464271,0.0284304255463782
0.0287484476251091,0.0287444878183,0.0287444878182509
0.0290626383095365,0.0290585472526382,0.0290585472525889
0.0293768289939639,0.0293726038184391,0.0293726038183895
0.0296910196783913,0.0296866574847003,0.0296866574846505
0.0300052103628188,0.0300007082204198,0.0300007082203698
0.0303194010472462,0.0303147559945959,0.0303147559945456
0.0306335917316736,0.030628800776227,0.0306288007761765
0.030947782416101,0.030942842534312,0.0309428425342612
0.0312619731005284,0.0312568812378499,0.0312568812377989
0.0315761637849559,0.0315709168558403,0.0315709168557892
0.0318903544693833,0.0318849493572829,0.0318849493572315
0.0322045451538107,0.0321989787111776,0.0321989787111260
0.0325187358382381,0.0325130048865249,0.0325130048864730
0.0328329265226656,0.0328270278523253,0.0328270278522734
